Wall time,Step,Value
1712520569.8170552,10000,0.17527474462985992
1712520835.253713,20000,0.22987224161624908
1712521099.2295992,30000,0.3197307586669922
1712521348.2415695,40000,0.31152084469795227
1712521587.8136683,50000,0.32744622230529785
1712521858.4612498,60000,0.3349333107471466
1712522129.526987,70000,0.2499343305826187
1712522379.913359,80000,0.3685939908027649
1712522696.0231109,90000,0.2652111053466797
1712522969.220685,100000,0.284344345331192
1712523243.3113718,110000,0.20874594151973724
1712523507.0552974,120000,0.26008787751197815
1712523761.704023,130000,0.20585067570209503
1712524012.9894283,140000,0.23228789865970612
1712524284.3452451,150000,0.286568284034729
1712524555.284796,160000,0.2903103232383728
1712524824.7512805,170000,0.3183758556842804
1712525113.240633,180000,0.25946733355522156
1712525379.9024675,190000,0.2660367786884308
1712525658.0118577,200000,0.2727275490760803
1712525911.496393,210000,0.3176787495613098
1712526181.455494,220000,0.3066253960132599
1712526453.4562635,230000,0.2824629545211792
1712526713.3468385,240000,0.3028387129306793
1712526994.022839,250000,0.2991185188293457
1712527254.8032749,260000,0.31918615102767944
1712527522.322059,270000,0.3197605609893799
1712527781.173107,280000,0.29371070861816406
1712528052.9840446,290000,0.3129327595233917
1712528329.1382313,300000,0.30779072642326355
