Wall time,Step,Value
1715288671.545725,10000,1.9661870002746582
1715288703.0671153,20000,1.9844413995742798
1715288734.3897822,30000,1.920797348022461
1715288765.8241022,40000,1.9681600332260132
1715288796.9542816,50000,1.9569733142852783
1715288827.8303177,60000,1.906600832939148
1715288858.4570544,70000,1.9808727502822876
1715288889.0811198,80000,1.983946681022644
1715288920.4166474,90000,1.8639546632766724
1715288951.787106,100000,1.923133373260498
1715288982.6649365,110000,1.912346363067627
1715289013.3020456,120000,1.9333068132400513
1715289043.8864508,130000,1.90976083278656
1715289075.1699402,140000,1.9881893396377563
1715289106.502525,150000,1.9587103128433228
1715289137.7329054,160000,1.9196876287460327
1715289168.4005055,170000,1.889844298362732
1715289198.4826727,180000,1.8832902908325195
1715289229.3109741,190000,1.9571434259414673
1715289259.2466376,200000,1.8921343088150024
1715289291.1621675,210000,1.8844046592712402
1715289321.6452723,220000,1.8765076398849487
1715289352.0553064,230000,1.9058966636657715
1715289383.2726786,240000,1.88180673122406
1715289413.9791343,250000,1.8803051710128784
1715289444.6015372,260000,1.8937416076660156
1715289475.468186,270000,1.889966607093811
1715289506.3728514,280000,1.8723723888397217
1715289536.7360644,290000,1.887355923652649
1715289568.8813066,300000,1.831214189529419
1715289600.3163583,310000,1.9039576053619385
1715289629.7999148,320000,1.753340482711792
1715289661.0683737,330000,1.9305472373962402
1715289691.1827264,340000,1.928329586982727
1715289720.9784553,350000,1.8754287958145142
1715289752.0217059,360000,1.90767240524292
1715289783.633413,370000,1.828495979309082
1715289815.1597576,380000,1.8727892637252808
1715289842.317249,390000,1.8941373825073242
1715289873.71358,400000,1.8670134544372559
1715289903.6819813,410000,1.8985892534255981
1715289935.824278,420000,1.859984278678894
1715289967.7403467,430000,1.8265385627746582
1715289998.991473,440000,1.8365514278411865
1715290028.832666,450000,1.8508741855621338
1715290059.2448251,460000,1.878501296043396
1715290090.3481038,470000,1.845522403717041
1715290120.8254166,480000,1.8565623760223389
1715290151.4513783,490000,1.871551513671875
1715290182.8709323,500000,1.8453009128570557
1715290213.8907645,510000,1.8388069868087769
1715290244.2498908,520000,1.9152417182922363
1715290275.0133793,530000,1.8285915851593018
1715290305.895583,540000,1.8363064527511597
1715290336.7972302,550000,1.810139536857605
1715290367.9593573,560000,1.8975437879562378
1715290398.524696,570000,1.78549063205719
1715290428.7161016,580000,1.8789160251617432
1715290458.497777,590000,1.8560711145401
1715290489.5997498,600000,1.8362140655517578
1715290520.0740266,610000,1.7464628219604492
1715290551.8248515,620000,1.8714643716812134
1715290582.5864377,630000,1.7595164775848389
1715290613.1790333,640000,1.823999047279358
1715290642.0869586,650000,1.7033789157867432
1715290673.470088,660000,1.7842336893081665
1715290704.009425,670000,1.8804670572280884
1715290734.5072029,680000,1.8541470766067505
1715290765.092157,690000,1.8690440654754639
1715290796.05606,700000,1.8607099056243896
1715290826.561105,710000,1.7740848064422607
1715290857.1627097,720000,1.8574979305267334
1715290887.562561,730000,1.7344287633895874
1715290917.8356047,740000,1.79124915599823
1715290949.2893453,750000,1.8298181295394897
1715290980.397113,760000,1.6761109828948975
1715291010.7557404,770000,1.8469098806381226
1715291041.7850964,780000,1.7938467264175415
1715291069.5991168,790000,1.7633466720581055
1715291099.7161553,800000,1.7451117038726807
1715291131.918498,810000,1.699828028678894
1715291162.0927584,820000,1.7801040410995483
1715291193.1388397,830000,1.802713394165039
1715291224.02543,840000,1.686556100845337
1715291255.367859,850000,1.6926155090332031
1715291285.6659675,860000,1.6933965682983398
1715291317.2295043,870000,1.7512165307998657
1715291348.501789,880000,1.7139643430709839
1715291379.1413336,890000,1.8153423070907593
1715291409.5457115,900000,1.7192720174789429
1715291440.1338737,910000,1.7799948453903198
1715291471.0849879,920000,1.6714681386947632
1715291501.8687778,930000,1.753455638885498
1715291533.3769603,940000,1.7141573429107666
1715291564.4325852,950000,1.747934103012085
1715291594.8982894,960000,1.7576602697372437
1715291625.429037,970000,1.8079984188079834
1715291656.320379,980000,1.7717931270599365
1715291686.5383618,990000,1.7239196300506592
1715291719.0406868,1000000,1.7183904647827148
1715291749.2367556,1010000,1.8151731491088867
1715291781.1254938,1020000,1.7247251272201538
1715291811.1581092,1030000,1.739689588546753
1715291841.9529593,1040000,1.7780243158340454
1715291871.7134783,1050000,1.7093417644500732
1715291903.76542,1060000,1.836687445640564
1715291934.530024,1070000,1.6948597431182861
1715291965.8602402,1080000,1.7783631086349487
1715291996.9165075,1090000,1.7376081943511963
1715292028.2238283,1100000,1.782496690750122
1715292059.1489937,1110000,1.758615493774414
1715292091.7833223,1120000,1.7634087800979614
1715292122.6920562,1130000,1.7471685409545898
1715292153.565185,1140000,1.7789171934127808
1715292184.5219905,1150000,1.6708812713623047
1715292214.1620045,1160000,1.7460157871246338
1715292242.5133271,1170000,1.7706326246261597
1715292274.6168997,1180000,1.6885085105895996
1715292306.5609317,1190000,1.7467395067214966
1715292336.959215,1200000,1.7494640350341797
1715292368.026307,1210000,1.7926489114761353
1715292400.0433388,1220000,1.7875396013259888
1715292431.633981,1230000,1.6567885875701904
1715292461.67766,1240000,1.7451218366622925
1715292493.9487755,1250000,1.7408472299575806
1715292523.7692115,1260000,1.7282336950302124
1715292555.819351,1270000,1.7340086698532104
1715292586.8507745,1280000,1.7157633304595947
1715292617.945547,1290000,1.6666109561920166
1715292649.1610558,1300000,1.754292607307434
1715292680.9480681,1310000,1.6079189777374268
1715292711.5722656,1320000,1.7175910472869873
1715292743.1996417,1330000,1.7815148830413818
1715292774.0804675,1340000,1.7924643754959106
1715292805.1303113,1350000,1.7099272012710571
1715292835.373209,1360000,1.6140389442443848
1715292867.3571334,1370000,1.7026094198226929
1715292897.9863534,1380000,1.7452000379562378
1715292928.2481627,1390000,1.7790517807006836
1715292959.800377,1400000,1.7456719875335693
1715292992.4345977,1410000,1.717872142791748
1715293025.4676,1420000,1.7650601863861084
1715293056.6122208,1430000,1.7378312349319458
1715293089.9184096,1440000,1.6546032428741455
1715293122.063558,1450000,1.7069836854934692
1715293154.1364357,1460000,1.6981407403945923
1715293185.5799806,1470000,1.6984591484069824
1715293218.7048898,1480000,1.774119257926941
1715293249.699523,1490000,1.5930839776992798
1715293281.380615,1500000,1.7354769706726074
1715293313.3219175,1510000,1.7153974771499634
1715293345.5010545,1520000,1.696895718574524
1715293377.8536694,1530000,1.7345261573791504
1715293409.1157074,1540000,1.678845763206482
1715293440.9164147,1550000,1.7061070203781128
1715293470.8689609,1560000,1.74398934841156
1715293502.4928405,1570000,1.659980058670044
1715293534.7388513,1580000,1.6345387697219849
1715293566.7675352,1590000,1.6647601127624512
1715293599.259012,1600000,1.7415893077850342
1715293631.2033587,1610000,1.6980717182159424
1715293663.430917,1620000,1.7697428464889526
1715293695.9677498,1630000,1.7416208982467651
1715293728.990381,1640000,1.7570031881332397
1715293760.608981,1650000,1.6256396770477295
1715293793.05423,1660000,1.7916526794433594
1715293824.0120823,1670000,1.6536169052124023
1715293855.234399,1680000,1.7827237844467163
1715293888.6453412,1690000,1.69535493850708
1715293920.0735729,1700000,1.7128137350082397
1715293951.9009674,1710000,1.7737886905670166
1715293984.0544987,1720000,1.7331647872924805
1715294015.8649476,1730000,1.7193278074264526
1715294048.287165,1740000,1.6813184022903442
1715294081.2304773,1750000,1.7709484100341797
1715294113.0247428,1760000,1.6207630634307861
1715294145.4790094,1770000,1.71231210231781
1715294178.6253262,1780000,1.7224252223968506
1715294212.4913929,1790000,1.7432423830032349
1715294245.5401356,1800000,1.7381470203399658
1715294279.0881531,1810000,1.6983872652053833
1715294314.659967,1820000,1.7723329067230225
1715294347.0346162,1830000,1.6539138555526733
1715294379.1576095,1840000,1.6748032569885254
1715294415.4824002,1850000,1.718838095664978
1715294450.4847343,1860000,1.7305104732513428
1715294484.2589934,1870000,1.6558414697647095
1715294518.3022559,1880000,1.6828274726867676
1715294551.3925624,1890000,1.7154991626739502
1715294585.3153152,1900000,1.731515884399414
1715294620.3868003,1910000,1.7667019367218018
1715294654.7380977,1920000,1.675959587097168
1715294686.5988524,1930000,1.6432702541351318
1715294717.360734,1940000,1.7002876996994019
1715294752.93275,1950000,1.610690712928772
1715294788.148112,1960000,1.5977938175201416
1715294823.5804756,1970000,1.6407442092895508
1715294858.690852,1980000,1.7100930213928223
1715294892.847537,1990000,1.6481226682662964
1715294927.48017,2000000,1.7539113759994507
1715294962.9255946,2010000,1.6918110847473145
1715294997.1407647,2020000,1.6644514799118042
1715295031.9588919,2030000,1.765453577041626
1715295066.7283244,2040000,1.5913991928100586
1715295100.3593426,2050000,1.7001152038574219
1715295136.4497964,2060000,1.7133177518844604
1715295170.8335195,2070000,1.707597255706787
1715295205.048382,2080000,1.597676157951355
1715295237.5260088,2090000,1.6358158588409424
1715295272.2918847,2100000,1.7020635604858398
1715295306.5862436,2110000,1.6693918704986572
1715295339.7222877,2120000,1.7708042860031128
1715295373.8096063,2130000,1.7133510112762451
1715295409.5337265,2140000,1.6712673902511597
1715295446.2476888,2150000,1.630501627922058
1715295479.4743435,2160000,1.6751374006271362
1715295512.942636,2170000,1.6423014402389526
1715295548.777258,2180000,1.6717491149902344
1715295582.2476232,2190000,1.572059154510498
1715295617.6453922,2200000,1.7153172492980957
1715295652.780972,2210000,1.615722894668579
1715295688.0552368,2220000,1.6774284839630127
1715295723.903028,2230000,1.7123758792877197
1715295759.1966813,2240000,1.7020974159240723
1715295794.1384263,2250000,1.7398102283477783
1715295829.0389662,2260000,1.7549197673797607
1715295864.1163127,2270000,1.624017357826233
1715295897.8988812,2280000,1.714301586151123
1715295931.730368,2290000,1.6665091514587402
1715295966.7375574,2300000,1.6881226301193237
1715296001.247221,2310000,1.6020324230194092
1715296033.8559103,2320000,1.6325827836990356
1715296068.8005629,2330000,1.7466133832931519
1715296103.8309038,2340000,1.6038095951080322
1715296139.25912,2350000,1.7253612279891968
1715296173.3877885,2360000,1.6563061475753784
1715296208.3163118,2370000,1.692379117012024
1715296243.6556048,2380000,1.6915466785430908
1715296277.1949809,2390000,1.624789834022522
1715296312.7010705,2400000,1.6531555652618408
1715296349.683344,2410000,1.7258599996566772
1715296385.5268562,2420000,1.6007311344146729
1715296421.3176646,2430000,1.607172966003418
1715296455.810047,2440000,1.702217936515808
1715296490.8989818,2450000,1.6941287517547607
1715296525.3220382,2460000,1.7354950904846191
1715296560.1255102,2470000,1.6889922618865967
1715296595.9174752,2480000,1.6574817895889282
1715296629.9674594,2490000,1.6824675798416138
1715296666.1957078,2500000,1.7307945489883423
1715296701.2107775,2510000,1.6465643644332886
1715296733.7716954,2520000,1.7068450450897217
1715296768.658669,2530000,1.6659218072891235
1715296803.9679112,2540000,1.6560871601104736
1715296839.4861388,2550000,1.7326477766036987
1715296873.8052993,2560000,1.687926173210144
1715296909.0058706,2570000,1.662931203842163
