Wall time,Step,Value
1713100733.3889005,10000,0.0
1713100800.2477813,20000,0.0
1713100866.0526013,30000,0.0
1713100931.3433812,40000,0.0
1713100995.4817305,50000,0.0
1713101060.6824877,60000,0.0
1713101126.6031122,70000,0.0
1713101191.096996,80000,0.0
1713101257.5074584,90000,0.0
1713101324.0336437,100000,0.0
1713101388.5334556,110000,0.0
1713101453.243599,120000,0.0
1713101519.0314035,130000,0.0
1713101584.2084906,140000,0.0
1713101651.2051504,150000,0.0
1713101716.615491,160000,0.0
1713101781.3358755,170000,0.0
1713101846.1678843,180000,0.0
1713101911.4137805,190000,0.0
1713101975.7710652,200000,0.0
1713102041.4014704,210000,0.0
1713102107.125595,220000,0.0
1713102172.8974357,230000,0.0
1713102237.5387516,240000,0.0
1713102303.561935,250000,0.0
1713102365.3796241,260000,0.0
1713102430.3629744,270000,0.0
1713102494.6472857,280000,0.0
1713102558.8212414,290000,0.0
1713102625.8442667,300000,0.0
1713102690.531796,310000,0.0
1713102754.7522717,320000,0.0
1713102820.2163284,330000,0.0
1713102884.4529667,340000,0.0
1713102949.5094717,350000,0.0
1713103014.6700408,360000,0.0
1713103080.2511158,370000,0.0
1713103146.5115027,380000,0.0
1713103207.4253922,390000,0.0
1713103275.2762465,400000,0.0
1713103341.7157965,410000,0.0
1713103407.2016423,420000,0.0
1713103474.973948,430000,0.0
1713103541.3530338,440000,0.0
1713103607.1792133,450000,0.0
1713103674.7539418,460000,0.0
1713103742.026357,470000,0.0
1713103808.8966737,480000,0.0
1713103878.140717,490000,0.0
1713103945.185531,500000,0.0
1713104013.2394168,510000,0.0
1713104080.0703206,520000,0.0
1713104148.5503974,530000,0.0
1713104214.464908,540000,0.0
1713104282.0759277,550000,0.0
1713104350.0292113,560000,0.0
1713104418.7982485,570000,0.0
1713104486.2840743,580000,0.0
1713104554.593829,590000,0.0
1713104620.336385,600000,0.0
1713104686.3214593,610000,0.0
1713104752.8414543,620000,0.0
1713104820.3193192,630000,0.0
1713104885.359198,640000,0.0
1713104951.9520707,650000,0.0
1713105016.7081592,660000,0.0
1713105087.5374737,670000,0.0
1713105155.8895893,680000,0.0
1713105222.7489944,690000,0.0
1713105288.7805803,700000,0.0
1713105355.6997197,710000,0.0
1713105422.7199218,720000,0.0
1713105488.7819805,730000,0.0
1713105554.970234,740000,0.0
1713105622.028528,750000,0.0
1713105691.6208487,760000,0.0
1713105757.5857136,770000,0.0
1713105818.4846437,780000,0.0
1713105884.362452,790000,0.0
1713105950.2835834,800000,0.0
1713106018.035932,810000,0.0
1713106082.811855,820000,0.0
1713106148.9213448,830000,0.0
1713106215.1231327,840000,0.0
1713106279.7156136,850000,0.0
1713106345.9307895,860000,0.0
1713106412.9958863,870000,0.0
1713106478.4074898,880000,0.0
1713106545.7152698,890000,0.0
1713106612.8161957,900000,0.0
1713106681.061284,910000,0.0
1713106747.4591064,920000,0.0
1713106812.624209,930000,0.0
1713106880.30635,940000,0.0
1713106947.5986323,950000,0.0
1713107013.8348956,960000,0.0
1713107082.1371062,970000,0.0
1713107148.079276,980000,0.0
1713107214.8410645,990000,0.0
1713107281.3214376,1000000,0.0
1713107348.0989144,1010000,0.0
1713107415.405628,1020000,0.0
1713107482.1123512,1030000,0.0
1713107548.1650102,1040000,0.0
1713107615.1497772,1050000,0.0
1713107681.2829442,1060000,0.0
1713107746.619249,1070000,0.0
1713107813.2630372,1080000,0.0
1713107877.8973746,1090000,0.0
1713107943.06908,1100000,0.0
1713108010.306678,1110000,0.0
1713108074.7994397,1120000,0.0
1713108141.4944348,1130000,0.0
1713108208.296166,1140000,0.0
1713108273.0592132,1150000,0.0
1713108343.020279,1160000,0.0
1713108411.4515452,1170000,0.0
1713108472.8867562,1180000,0.0
1713108540.6276197,1190000,0.0
1713108607.1193917,1200000,0.0
1713108672.5925264,1210000,0.0
1713108739.731206,1220000,0.0
1713108807.6253865,1230000,0.0
1713108875.4154341,1240000,0.0
1713108943.2294593,1250000,0.0
1713109009.12257,1260000,0.0
1713109076.8882043,1270000,0.0
1713109144.053961,1280000,0.0
1713109210.8290458,1290000,0.0
1713109279.4160855,1300000,0.0
1713109346.0565298,1310000,0.0
1713109411.5613537,1320000,0.0
1713109479.185345,1330000,0.0
1713109544.2688284,1340000,0.0
1713109610.9716597,1350000,0.0
1713109677.503516,1360000,0.0
1713109743.2879133,1370000,0.0
1713109808.4813752,1380000,0.0
1713109873.9214113,1390000,0.0
1713109938.5338,1400000,0.0
1713110003.4309258,1410000,0.0
1713110070.0696037,1420000,0.0
1713110136.0398748,1430000,0.0
1713110200.6258476,1440000,0.0
1713110269.0569122,1450000,0.0
1713110334.9669125,1460000,0.0
1713110399.9505415,1470000,0.0
1713110465.180037,1480000,0.0
1713110530.9919722,1490000,0.0
1713110596.5199144,1500000,0.0
1713110662.3763084,1510000,0.0
1713110727.4926758,1520000,0.0
1713110793.0899756,1530000,0.0
1713110857.8200831,1540000,0.0
1713110925.788969,1550000,0.0
1713110985.638068,1560000,0.0
1713111052.2541528,1570000,0.0
1713111119.81608,1580000,0.0
1713111187.5332406,1590000,0.0
1713111255.0311239,1600000,0.0
1713111323.2308888,1610000,0.0
1713111389.3230135,1620000,0.0
1713111457.0460873,1630000,0.0
1713111525.2920866,1640000,0.0
1713111592.0623987,1650000,0.0
1713111660.672427,1660000,0.0
1713111728.3662972,1670000,0.0
1713111797.500123,1680000,0.0
1713111865.4788349,1690000,0.0
1713111934.0982904,1700000,0.0
1713112004.5438545,1710000,0.0
1713112072.7724473,1720000,0.0
1713112142.4458025,1730000,0.0
1713112211.2343442,1740000,0.0
1713112278.5807555,1750000,0.0
1713112348.983994,1760000,0.0
1713112419.4682899,1770000,0.0
1713112487.6584282,1780000,0.0
1713112555.567424,1790000,0.0
1713112625.188964,1800000,0.0
1713112694.2597938,1810000,0.0
1713112763.5654404,1820000,0.0
1713112831.8242753,1830000,0.0
1713112901.5223289,1840000,0.0
1713112972.3689134,1850000,0.0
1713113040.2731113,1860000,0.0
1713113106.0373857,1870000,0.0
1713113175.4060023,1880000,0.0
1713113243.8996437,1890000,0.0
1713113312.248347,1900000,0.0
1713113379.0396652,1910000,0.0
1713113445.4198706,1920000,0.0
1713113513.2883925,1930000,0.0
1713113580.2881541,1940000,0.0
1713113641.5800548,1950000,0.0
1713113709.3806057,1960000,0.0
1713113775.522956,1970000,0.0
1713113845.5419712,1980000,0.0
1713113915.1670158,1990000,0.0
1713113984.7135265,2000000,0.0
1713114053.0482633,2010000,0.0
1713114122.6883202,2020000,0.0
1713114191.4348562,2030000,0.0
1713114259.737988,2040000,0.0
1713114324.845411,2050000,0.0
1713114391.876804,2060000,0.0
1713114458.4036286,2070000,0.0
1713114524.955334,2080000,0.0
1713114591.4832788,2090000,0.0
1713114659.483048,2100000,0.0
1713114725.8909962,2110000,0.0
1713114792.0574543,2120000,0.0
1713114856.0013437,2130000,0.0
1713114922.370575,2140000,0.0
1713114988.0527542,2150000,0.0
1713115054.766877,2160000,0.0
1713115121.4221928,2170000,0.0
1713115190.0798497,2180000,0.0
1713115254.8936672,2190000,0.0
1713115324.0916736,2200000,0.0
1713115389.7875376,2210000,0.0
1713115458.7756207,2220000,0.0
1713115523.9844036,2230000,0.0
1713115591.2755973,2240000,0.0
1713115656.9654372,2250000,0.0
1713115723.4985232,2260000,0.0
1713115790.168106,2270000,0.0
1713115854.5171845,2280000,0.0
1713115921.375346,2290000,0.0
1713115987.0359094,2300000,0.0
1713116054.8137815,2310000,0.0
1713116120.8943932,2320000,0.0
1713116188.0207567,2330000,0.0
1713116248.183803,2340000,0.0
1713116313.9174545,2350000,0.0
1713116381.462273,2360000,0.0
1713116447.4515953,2370000,0.0
1713116513.2656052,2380000,0.0
1713116581.712433,2390000,0.0
1713116648.9201698,2400000,0.0
1713116716.7774687,2410000,0.0
1713116786.1009717,2420000,0.0
1713116853.8899167,2430000,0.0
1713116922.6159863,2440000,0.0
1713116988.8741214,2450000,0.0
1713117055.9842834,2460000,0.0
1713117123.2238958,2470000,0.0
1713117188.49366,2480000,0.0
1713117256.9584298,2490000,0.0
