Wall time,Step,Value
1715209042.4273472,10000,1.5658000707626343
1715209078.3696272,20000,1.8677241802215576
1715209111.9173462,30000,1.4385316371917725
1715209146.5145004,40000,1.361803650856018
1715209179.9057562,50000,1.2693220376968384
1715209213.3296006,60000,1.1865365505218506
1715209246.916555,70000,1.1334255933761597
1715209279.7154634,80000,1.1921358108520508
1715209312.57045,90000,1.0712523460388184
1715209345.472785,100000,0.9910921454429626
1715209377.3241544,110000,0.938140869140625
1715209409.885241,120000,0.924148440361023
1715209442.2738402,130000,0.7777777910232544
1715209475.0881305,140000,0.75
1715209508.3488533,150000,0.8121212124824524
1715209540.6871314,160000,0.6932515501976013
1715209573.7513576,170000,0.6363636255264282
1715209606.440295,180000,0.6380367875099182
1715209639.9206796,190000,0.6564416885375977
1715209674.2688491,200000,0.6036585569381714
1715209707.96115,210000,0.6932515501976013
1715209741.2203507,220000,0.7951807379722595
1715209774.3814256,230000,0.9212121367454529
1715209808.2838886,240000,1.0370370149612427
1715209840.9268394,250000,1.0613497495651245
1715209874.6946588,260000,1.1349693536758423
1715209907.4060485,270000,1.2083333730697632
1715209940.5914075,280000,1.3696969747543335
1715209974.1640396,290000,1.4417177438735962
1715210006.8048778,300000,1.5304877758026123
1715210040.3343601,310000,1.5185185670852661
1715210073.4545684,320000,1.4812500476837158
1715210105.8816764,330000,1.398772954940796
1715210139.2087598,340000,1.546012282371521
1715210173.127783,350000,1.5609755516052246
1715210206.30683,360000,1.5582822561264038
1715210240.2831612,370000,1.6036585569381714
1715210272.8882558,380000,1.6932514905929565
1715210307.087769,390000,1.664634108543396
1715210341.8013504,400000,1.737804889678955
1715210376.059979,410000,1.709876537322998
1715210410.3912125,420000,1.7484662532806396
1715210443.6582644,430000,1.9141104221343994
1715210478.0568051,440000,2.0736196041107178
1715210511.6870732,450000,2.1234567165374756
1715210545.1165707,460000,2.1118011474609375
1715210578.8474422,470000,1.9631901979446411
1715210611.9416645,480000,1.9636363983154297
1715210645.1664507,490000,1.9503105878829956
1715210679.063578,500000,1.8780487775802612
1715210712.8271048,510000,1.7654321193695068
1715210746.512637,520000,1.5925925970077515
1715210780.7032633,530000,1.5370370149612427
1715210814.6010156,540000,1.6296296119689941
1715210847.9617097,550000,1.6172839403152466
1715210881.6470382,560000,1.5950920581817627
1715210915.8826985,570000,1.9506173133850098
1715210950.5226068,580000,2.1158535480499268
1715210985.0009925,590000,2.41717791557312
1715211020.4349034,600000,2.662576675415039
1715211055.3733113,610000,2.9506173133850098
1715211090.2421737,620000,3.1288342475891113
1715211125.6321628,630000,3.317073106765747
1715211160.6455073,640000,3.503030300140381
1715211195.7486117,650000,3.790123462677002
1715211230.5996644,660000,4.061728477478027
1715211265.610486,670000,4.219511985778809
1715211300.369352,680000,4.5
1715211335.826454,690000,4.333333492279053
1715211371.1517773,700000,4.509090900421143
1715211405.919402,710000,4.487804889678955
1715211441.2655818,720000,4.392638206481934
1715211476.4370492,730000,4.345678806304932
1715211511.0981758,740000,4.3086419105529785
1715211546.2107847,750000,4.508982181549072
1715211578.950344,760000,4.79141092300415
1715211614.9986372,770000,5.133333206176758
1715211649.54592,780000,5.133333206176758
1715211684.9032269,790000,5.423312664031982
1715211721.0424318,800000,5.325153350830078
1715211757.482109,810000,5.314815044403076
1715211792.8690393,820000,5.213414669036865
1715211828.3209805,830000,5.074533939361572
1715211864.0547528,840000,5.061349868774414
1715211899.258451,850000,5.282208442687988
1715211934.4961176,860000,5.0858893394470215
1715211969.3495684,870000,5.190184116363525
1715212003.9830854,880000,5.054878234863281
1715212039.623845,890000,5.152439117431641
1715212074.9124467,900000,5.439024448394775
1715212111.1484907,910000,5.590361595153809
1715212147.5008628,920000,5.552794933319092
1715212184.2043433,930000,5.60606050491333
1715212219.030318,940000,5.818181991577148
1715212254.1679707,950000,6.073619842529297
1715212290.64552,960000,6.457831382751465
1715212325.1043613,970000,6.75595235824585
1715212360.429615,980000,7.219511985778809
1715212395.6803586,990000,7.602409839630127
1715212430.8409338,1000000,7.456789970397949
1715212465.6727433,1010000,7.317073345184326
1715212500.04242,1020000,7.199999809265137
1715212535.6129198,1030000,6.713414669036865
1715212571.7008104,1040000,6.597560882568359
1715212607.5700727,1050000,6.841463565826416
1715212642.9748917,1060000,6.818181991577148
1715212678.4481235,1070000,6.652439117431641
1715212713.4349575,1080000,6.509202480316162
1715212748.955922,1090000,6.463855266571045
1715212783.8056374,1100000,6.263803482055664
